text,lda,yake,keybert
"Infobox Berg NAME Winterstein (Hinteres Raubschloss) BILD Winterstein von Osten 2012-2.JPG BILDBESCHREIBUNG Winterstein von Osten, links die Pechofenhörner, rechts im Hintergrund die Gleitmannshörner HÖHE 389.0 HÖHE-BEZUG DE-NHN LAGE Sachsen , Deutschland GEBIRGE Elbsandsteingebirge BREITENGRAD 50/54/37.63/N LÄNGENGRAD 14/16/47.53/E REGION-ISO DE-SN TYP Felsmassiv GESTEIN Sandstein Der Winterstein , auch als Hinteres Raubschloss oder als Raubstein bezeichnet, ist ein einzeln stehendes, langgestrecktes Felsmassiv in der Hinteren Sächsische Schweiz Sächsischen Schweiz im Freistaat Sachsen . Auf dem 389 Meter ref name Rölke-127 hohen Gipfel befand sich einst die mittelalterliche Felsenburg Winterstein, von der noch Reste wie Balkenfalze, ausgehauene Treppenstufen und die Zisterne erkennbar sind. Erstmals erwähnt wurde die wahrscheinlich im 13. Jahrhundert errichtete Burg im Jahr 1379 als böhmischer Pfandbesitz. Sie ging 1404 in sächsischen Besitz über, war aber bereits um 1450 verfallen. ","['römisch', 'Kaiser', 'König']","['Winterstein', 'Schweiz', 'Name']","['felsenburg_winterstein', 'wintersteinwächter', 'winterstein']"
"Datei:Santorini ASTER.jpg mini|hochkant=1.35|Die Insel Santorin heute: Die vulkanische Caldera wird aus der Santorin Hauptinsel , der Insel Thirasia im Westen und der winzigen Felsinsel Aspronisi im Südwesten gebildet. In der Mitte des Inselrunds liegen die beiden erst nach der Minoischen Eruption entstandenen Inseln Palea Kameni und Nea Kameni . Als Minoische Eruption (auch Thera- oder Santorin-Eruption ) wird der spätbronzezeitliche Ausbruch der ägäis chen Vulkaninsel Thera (heute Santorin ) bezeichnet, der im 17. oder 16. Jahrhundert v. Chr. die eng mit der Minoische Kultur minoischen Kultur verbundene Siedlung Akrotiri (Santorin) Akrotiri (moderner Name) auf Santorin begrub. Seine direkten Auswirkungen sind umstritten, vor allem die bis in die 1960er Jahre oft vertretene Meinung, er habe den Untergang der minoischen Kultur auf Kreta herbeigeführt. ref name Marinatos1939 Spyridon Marinatos: The Volcanic Destruction of Minoan Crete. In: Antiquity 13, 1939, S. 425–439. ref ref name Fr","['Sub', 'Tier', 'Gattung']","['Eruption', 'Thera', 'Ausbruch']","['santorin', 'pm_santorin', 'the_minoan_santorini_eruption_and_tsunami_deposits_in_crete_palaikastro_geological_archaeological_14c_dating_and_egyptian_chronology']"
"Überarbeiten Diskussion:Lotto Thüringen Arena am Rennsteig#Aktualität Infobox Biathlon- und Langlaufstadion Name Lotto Thüringen Arena am Rennsteig Karte Deutschland Breitengrad 50.708031 Längengrad 10.693198 Region DE-TH Foto DKB-Ski Arena Oberhof.jpg Fototext Schießstand 2009 Ort DEU Oberhof Oberhof , Thüringen Inhaber Stadt Oberhof Betreiber Baubeginn 1982 Eröffnung Stilllegung Umbau 2001–2003, br 2019–2022 Zuschauerplätze 13.000 Webseite https://www.weltcup-oberhof.de/ weltcup-oberhof.de Veranstaltungen * Biathlon-Weltmeisterschaften Biathlon-Weltmeisterschaften 2004 2004 , Biathlon-Weltmeisterschaften 2023 2023 Tour de Ski (jährlich von 2008/2009 bis 2013/2014) Weltcup der Nordischen Kombination (2003 bis 2010) Biathlon-Weltcup (seit 1984; jährlich) Die Lotto Thüringen Arena am Rennsteig ist ein Biathlon stadion bei Oberhof und liegt auf 814 Meter über Normalnull unmittelbar am Hauptkamm des Thüringer Wald es. Bis 2003 trug sie den Namen Biathlonstadion am Rennsteig , bis Dezember","['stylen', 'stylen_Text', 'color']","['Oberhof', 'Rennsteig', 'Meter']","['biathlongebäude', 'oberhof_biathlon', 'biathlonstadion']"
"Datei:Les Micmacs (multilingual).svg lang=de|mini|hochkant=1.8|Ehemaliges Stammesgebiet der Mi’kmaq Die Mi’kmaq (auch Míkmaq , Micmac oder Mic-Mac ) sind ein Indianer indianisches Volk, das im östlichen Nordamerika lebt. Heute gibt es 29 First Nations der Mi’kmaq in Kanada , aber nur einen auf Bundesebene anerkannten Stamm ( federally recognized tribe ) in den USA , der als Aroostock Band of Micmac bekannt ist. Das ehemalige Wohngebiet der Mi’kmaq umfasste die maritimen Provinzen Kanadas Nova Scotia , Prince Edward Island , Teile von New Brunswick/Nouveau-Brunswick und die Gaspésie Gaspé-Halbinsel in Québec . Name Aus einigen Quellen geht hervor, dass der Name Verbündete bedeuten soll, diese Behauptung ist jedoch umstritten. Eher geht die Bezeichnung darauf zurück, dass die Indianer Freunde mit Nikmaq! begrüßten, das etwa meine Brüder , meine Verwandten oder meine Familie bedeutet. Marc Lescarbot berichtete 1606, dass die Indianer den französischen und baskischen Fischern diesen Gruß b","['London', 'vereinigen', 'John']","['Nation', 'kmaq', 'first']","['indianer_nordamerika', 'new_brunswick', 'nova_scotia']"
"Datei:1879 Werbung Nettelbeck, Doppelte Schiff-Mumme.jpg mini|Werbeanzeige der Firma H. Nettelbeck in: „Braunschweigsches Adreß-Buch für das Jahr 1879“ Datei:Braunschweig Mumme Steger 1899.jpg mini|Mumme-Brauerei Steger, Werbung von 1899 Die Braunschweiger Mumme ( laS Mumma Brunsvicensium oder Mumia ), meist nur Mumme genannt, war ursprünglich je nach Brauart ein schwach bis stark alkoholhaltiges Bier aus Braunschweig . Seine Entstehungsgeschichte reicht bis in das Spätmittelalter zurück. ref name Meile http://www.braunschweig.de/tourismus/ueber-braunschweig/spezielles/spezi_mumme.html Braunschweiger Mumme-Meile ref Fiktion und Wirklichkeit Entgegen landläufiger Meinung ist die Bezeichnung „Mumme“ nicht auf einen Braunschweiger Bürger Christian Mumme zurückzuführen. Begünstigt durch das 1736 erschienene Werk De Mumia Brunsvicensium des in Wolfenbüttel tätigen Arztes Franz Ernst Brückmann , entstanden zahlreiche Legenden um dieses alte Getränk, die teilweise noch kolportiert werden. Nac","['Wilhelm', 'Dresden', 'Friedrich']","['Braunschweig', 'mumme', 'Stadt']","['braunschweiger_mumme', 'braunschweig_wolfenbüttel', 'braunschweigische']"
"Infobox Band Logo Tijuana No! (Logo).png Logobeschreibung Bandlogo vom Album Transgresores de la ley Bild Bildbeschreibung Herkunft Tijuana , Mexiko Gründung 1989 als NO Auflösung 2002 Neugründung 2010 Genre Ska-Punk , Latin Rock Besetzung1a Cecilia „Ceci“ Bastida Besetzung1b Gesang , Keyboard Besetzung2a Mahuiztecatl „Teca“ García Besetzung2b Gesang, Perkussion (Musik) Percussion , Flöte Besetzung3a Jorge Jiménez Besetzung3b E-Gitarre Gitarre Besetzung4a Jorge „Borja“ Velásquez Besetzung4b E-Bass Bass , Chor (Musik) Chor Besetzung5a Alejandro „Alex“ Zúñiga Besetzung5b Schlagzeug , Bass Besetzung6a Dardin Coria small (Live-Auftritte 2010) small Besetzung6b Keyboard Besetzung7a DJ Tijuas small (Live-Auftritte 2010) small Besetzung7b Turntable Ehemalige1a Mayumi Hideyoshi small (1997–2000) small Ehemalige1b Gesang Ehemalige2a Luis Güereña small (1989–2004; † 2004) small Ehemalige2b Gesang, Percussion Ehemalige3a Julieta Venegas small (1989) small Ehemalige3b Gesang, Klavier Ehemalige4a C","['filmen', 'Abruf', 'Literatur_Autor']","['Name', 'tijuana', 'Http']","['musikgruppe', 'funken_musik', 'percussion']"
"Begriffsklärungshinweis Infobox Welterbe Name Freiheitsstatue Bild Datei:Statue of Liberty, NY.jpg 300px Beschriftung Gesamtansicht der Freiheitsstatue Staats-Gebiet Vereinigte Staaten Typ Kultur Kriterien (i)(vi) Fläche 5,95 Referenz-Nr 307 Link Region Europa und Nordamerika Jahr 1984 Sitzung Erweiterung Gefährdung Datei:Liberty Island photo D Ramey Logan.jpg mini|hochkant=1.2|Die Statue auf Liberty Island Die Freiheitsstatue ( enS Statue of Liberty , offiziell Liberty Enlightening the World , auch Lady Liberty ; frS La Liberté éclairant le monde ) ist eine von Frédéric-Auguste Bartholdi geschaffene Neoklassizismus (Bildende Kunst) neoklassizistische Kolossalstatue bei New York City New York . Sie steht auf Liberty Island im New Yorker Hafen , wurde am 28. Oktober 1886 eingeweiht und ist ein Geschenk Frankreich s an die Vereinigte Staaten Vereinigten Staaten . Die Statue ist seit 1924 Teil des Statue of Liberty National Monument und seit 1984 als UNESCO-Welterbe Weltkulturerbe der UNE","['London', 'vereinigen', 'John']","['Statue', 'New', 'liberty']","['statue_of_liberty', 'statue_liberty', 'statue']"
"class wikitable float-right style margin-left:20px; width:320px; border:1px solid #404040; text-align:center; style background:#000000; text-align:center; font-size:1.1em; color:#ffffff; padding:8px RFT Bildschirmspiel 01 style padding-top:15px; padding-bottom: 10px Datei:TV-Spiel, black-8034 Fertig 1500.jpg 280px|BSS 01 style background:#d0d0d0; padding:4px Hersteller style padding:4px 4px 4px 8px VEB Halbleiterwerk Frankfurt an der Oder style background:#d0d0d0; padding:4px Verkaufsstart und Neupreis style padding:4px 4px 4px 8px DDR # 1979 für 550 Mark (DDR) Mark style background:#d0d0d0; padding:4px Einstellung der Produktion style padding:4px 4px 4px 8px 1981 style background:#404040; padding:4px; color:#ffffff Lieferumfang style padding:4px 4px 4px 8px Konsole mit zwei Controllern und Antennenkabel, Anleitung, Stromlaufplan, Verpackung Das Bildschirmspiel 01 (kurz BSS 01 ) ist die einzige Spielkonsole , die in der Deutsche Demokratische Republik Deutschen Demokratischen Republik ","['stylen', 'stylen_Text', 'color']","['Name', 'hoess', 'Universität']","['15px_padding', 'padding', 'd0d0d0_padding']"
"Infobox Militärischer Konflikt KONFLIKT Lelantischer Krieg TEILVON BILD BESCHREIBUNG DATUM ca. 710–650 v. Chr. ORT Euböa GEBIETE AUSGANG umstritten KONTRAHENT1 Eretria KONTRAHENT2 Chalkida Als Lelantischer Krieg wird ein Konflikt zwischen den Antikes Griechenland griechischen Polis Stadtstaaten Chalkis und Eretria bezeichnet, der sich in frühgriechischer Zeit – etwa 710 bis 650 v. Chr. – ereignete. Namengebender Kriegsgrund war der Überlieferung zufolge der Streit um die fruchtbare Lelantische Ebene auf der Insel Euböa . Aufgrund der wirtschaftlichen Bedeutung der beiden kriegführenden Poleis dehnte sich der Konflikt weit aus; zahlreiche weitere griechische Stadtstaaten schlossen sich jeweils einer der beiden Parteien an, sodass große Teile Griechenlands untereinander in Konflikt standen. Vom Geschichtsschreiber Thukydides wird der Lelantische Krieg daher als der umfassendste griechische Konflikt im Zeitraum zwischen der mythischen Trojanischer Krieg Eroberung Trojas und den Perserkrie","['römisch', 'Kaiser', 'König']","['Name', 'kriegen', 'stylen']","['wirtschaftlich_politisch', 'chalkidischen', 'chalkidische']"
"Die großen Nordwände der Alpen (auch Klassische Nordwände oder Letzte Probleme der Alpen ) sind eine Gruppe von drei oder sechs Nordwänden Alpen alpiner Berge, die sich durch ihre besondere Größe, Schwierigkeit oder Gefährlichkeit für Bergsteigen Bergsteiger auszeichnen. Dabei handelt es sich um die Nordwände von Eiger-Nordwand Eiger , Grandes Jorasses und Matterhorn ; in der erweiterten Gruppe der „sechs großen Nordwände der Alpen“ sind dies zusätzlich die Nordwände von Petit Dru , Piz Badile und der Große Zinne Großen Zinne . ref Gelegentlich werden auch Ausdrücke wie „die vier großen Alpenwände“ verwendet; damit sind die „Großen Drei“ sowie eine vierte, meist die Petit-Dru-Nordwand, gemeint. ref Fritz Kasparek , einer der vier Erstdurchsteiger der Eiger-Nordwand, verwendete im Jahr 1938 als erster den Begriff der „drei großen Wandprobleme“. Sein damaliger Gefährte Anderl Heckmair griff diese Terminologie elf Jahre später auf, indem er sein 1949 erschienenes Buch mit „Die drei letzte","['filmen', 'Abruf', 'Literatur_Autor']","['nordwand', 'Http', 'Archiv']","['nordwande', 'nordostwand', 'nordseitig']"
"Datei:Hans Holbein d. J. 009.jpg miniatur|Jakob Meyer zum Hasen, 1516, Gemälde von Hans Holbein der Jüngere Hans Holbein d. J. , linke Tafel eines Doppelbildnis des Jakob Meyer zum Hasen und der Dorothea Kannengießer Doppelbildnisses mit Dorothea Kannengiesser , Meyers zweiter Ehefrau. Öl auf Lindenholz, jede Tafel 38,5 × 31 cm, Kunstmuseum Basel , Inv. Nr. 312 Datei:Hans Holbein d. J. 008.jpg miniatur|Dorothea Kannengiesser, Meyers zweite Ehefrau, 1516, Gemälde von Hans Holbein der Jüngere Hans Holbein d. J. , rechte Tafel des Doppelbildnisses mit Jakob Meyer. Jakob Meyer zum Hasen (* 1482 in Basel ; † 1531 ebenda) war von 1516 bis 1521 Bürgermeister der Stadt Basel. Von Beruf Geldwechsler, war er der erste Basler Bürgermeister, der weder dem Adel noch einer Achtburger familie, sondern einer Zunft angehörte. Über sein Leben ist nur wenig bekannt, es fehlt «selbst eine bescheidene Biographie». ref name Meier Brinkmann Nikolaus Meier: Die Krone der Maria . In: Bodo Brinkmann: Der Bürger","['Museum', 'Paris', 'Kunst']","['Meyer', 'Jakob', 'Basel']","['jakob_meyer_zum_hase', 'jakob_meyer', 'bürgermeister_stadt']"
"Dieser Artikel beschreibt die Pflanzengattung. Zu andern Bedeutungen Corsia (Begriffsklärung) . Taxobox Taxon_WissName Corsia Taxon_Rang Gattung Taxon_Autor Odoardo Beccari Becc. Taxon2_WissName Corsiaceae Taxon2_Rang Familie Taxon3_Name Lilienartige Taxon3_WissName Liliales Taxon3_Rang Ordnung Taxon4_Name Monokotyledonen Taxon4_Rang ohne Taxon5_Name Bedecktsamer Taxon5_WissName Magnoliopsida Taxon5_Rang Klasse Taxon6_Name Samenpflanzen Taxon6_WissName Spermatophytina Taxon6_Rang Unterabteilung Bild CorsiaOrnata.jpg Bildbeschreibung Corsia ornata in situ Corsia ist eine nur wenig erforschte Pflanzen Gattung (Biologie) gattung aus der Familie (Biologie) Familie der Corsiaceae . Sie umfasst 25 Arten, die sämtlich blattgrünlos sind und zu ihrer Ernährung Pilze Parasitismus parasitieren . Fast alle Arten sind Endemit endemisch auf Neuguinea . Merkmale In ihrem Erscheinungsbild sind die Arten bis auf die Blüten weitgehend einheitlich. Chromosom#Chromosomenzahl Chromosomenzahlen sind nur von","['Sub', 'Tier', 'Gattung']","['corsia', 'Millimeter', 'Gattung']","['corsiaceae', 'taxon5_rang_klasse', 'taxon5_rang']"
"Datei:Aerial photo of Sudeley Castle cropped.jpg mini|hochkant=1.4| Luftbild aus nordwestlicher Richtung Datei:Sudeley Castle (3226613948) v2.jpg mini|hochkant=1.4|Überflugbild (Norden ist oben) Sudeley Castle im englischen Gloucestershire ist ein Schloss (Architektur) Landschloss ( lang en English country house ) im Tudorstil , dessen Wurzeln in das 10. Jahrhundert zurückgehen. Das Anwesen liegt rund einen Kilometer südöstlich der Ortschaft Winchcombe und etwa acht Kilometer nordöstlich von Cheltenham , am Westrand der Cotswolds Hills ca. 140 km west-nordwestlich von London sowie 65 km südlich von Birmingham . Mitte des 15. Jahrhunderts legte Ralph Boteler, 1. Baron Sudeley Ralph Boteler, de iure 7. Baron Sudeley , den Grundstein für das Anwesen, das Richard III. (England) Richard III. im späten 15. Jahrhundert erweitern ließ. Weitere Veränderungen und Zubauten erfolgten in der zweiten Hälfte des 16. Jahrhunderts durch Edmund Brydges, 2. Baron Chandos Edmund Brydges, 2. Baron Chandos ","['London', 'vereinigen', 'John']","['Name', 'sudeley', 'castle']","['sudeley_castle', 'sudeley_castle_garde', 'sudeleycastle']"
Datei:Abckiria.jpg mini|Das 1543 erschienene ABC-Buch von Mikael Agricola war das erste finnischsprachige Lesebuch. Die finnische Sprachenpolitik bezeichnet das Verhältnis des Finnland finnischen Staates zu den im Land gesprochenen Sprachen und den diese Sprachen sprechenden Volksgruppen. Zu den besonderen Zügen der finnischen Sprachenpolitik gehört seit dem 19. Jahrhundert die Zweisprachigkeit und das damit verbundene Ringen um die Kräfteverhältnisse zwischen der von einer Minderheit gesprochenen Schwedische Sprache schwedischen und der Finnische Sprache finnischen Sprache. Geschichte Vorgeschichte Das Gebiet des heutigen Finnland war seit etwa dem 12. Jahrhundert bis ins Jahr 1809 ein organischer Teil des Geschichte Schwedens Schwedischen Reiches . Als Verwaltungssprache des Staates diente im Wesentlichen die schwedische Sprache. Im Spätmittelalter wurde zusätzlich auch Latein und während der Zeit der Kalmarer Union in gewissem Umfang auch Dänische Sprache Dänisch verwendet. Die vom ,"['London', 'vereinigen', 'John']","['Sprache', 'Finnland', 'finnisch']","['finnisch_sprache', 'finnischsprachig', 'finnischsprachigen']"
"Datei:Bundesarchiv Bild 183-Z0309-310, Zerstörtes Dresden.jpg mini|hochkant=1.5|Blick vom Turm der Kreuzkirche auf die durch die Luftangriffe zerstörte Innenstadt Dresdens in Richtung des Pirnaischer Platz Pirnaischen Platzes (1945) Die Luftangriffe auf Dresden und den Großraum der Stadt im Zweiter Weltkrieg Zweiten Weltkrieg fanden erstmals im Herbst 1944 statt, gefolgt von vier Angriffswellen der Royal Air Force (RAF) und United States Army Air Forces (USAAF) vom 13. bis 15. Februar 1945. Diese forderten zwischen 22.700 und 25.000 Todesopfer, zerstörten große Teile der Innenstadt und der industriellen und militärischen Infrastruktur Dresden s. Sechsstellige Opferzahlen, die die nationalsozialistische Propaganda in Umlauf brachte, wurden durch eine umfassende historisch-empirische Untersuchung widerlegt. Die Angriffe vom Februar 1945 verstärkten die Kritik an der Luftkrieg im Zweiten Weltkrieg Luftkriegsführung der Westalliierte n seit 1942 erheblich, besonders an der britischen Area ","['Wilhelm', 'Dresden', 'Friedrich']","['Dresden', 'Februar', 'dresdens']","['dresden_bombenkrieg', 'historikerkommission_dresden1945_abschlussbericht_v1_14a', 'zerstörung_dresdens']"
"Infobox AFV Name ISU-152 Bild SU-152.jpg Beschreibung ISU-152 in einem Militärmuseum in der Ukraine (2006) Besatzung 5 Länge 9,05–9,18 m Breite 3,07 m Höhe 2,48 m Gewicht 45,5 Tonne (Einheit) Tonnen Panzerung 90 mm, Kanonenblende 120 mm Hauptbewaffnung 152-mm-Kanonenhaubitze 152-mm-Kanonenhaubitze M1937 (ML-20) ML-20S Sekundärbewaffnung 12,7-mm-FlaK-MG DSchK Motor Dieselmotor W-2 W-2IS , V-12-Diesel mit Wasserkühlung 38.880 cm³ Leistung 520 Pferdestärke PS (388 kW) Federung Drehstabfeder ung Höchstgeschwindigkeit 37 km/h (Straße) / 19 km/h (Gelände) KGR 11,3 PS/Tonne Reichweite 220 km, 370 km mit Zusatztanks Das ISU-152 ( ruS ИСУ-152 ) war ein schweres Sowjetunion sowjetisches Kettenfahrzeug mit einem Geschütz des Kaliber s 152,4 mm (6 Zoll (Einheit) Zoll ) als Primärwaffe . Die Panzerung gepanzerte Selbstfahrlafette mit Zwölfzylindermotor Zwölfzylinder - Dieselmotor wurde zur Zeit des Zweiter Weltkrieg Zweiten Weltkrieges entwickelt und von 1943 bis 1946 gebaut. Die Rote Armee setzte ","['stylen', 'stylen_Text', 'color']","['Name', 'stylen', 'Group']","['panzerproduktion', 'dieselmotor', 'panzerdurchschlagskraft']"
"Datei:Finlandduchy.jpg miniatur|400px|Karte des Großfürstentums Finnland aus dem Jahr 1900. Das Großfürstentum Finnland ( fiS Suomen suuriruhtinaskunta , svS Storfurstendömet Finland , ruS Великое княжество Финляндское Welikoje knjaschestwo Finljandskoje ) war von 1809 bis 1917 ein mit einer weitgehenden inneren Autonomie ausgestatteter Teil des Russisches Kaiserreich Russischen Reiches . Es entstand, nachdem das seit Jahrhunderten zu Schweden gehörende Finnland infolge mehrerer russisch-schwedischer Kriege an Russland abgetreten worden war, und endete im Zusammenhang mit den Russische Revolution Russischen Revolutionen in der Unabhängigkeit Finnlands. Grundlage der autonomen Verfassung Finnlands war der 1809 in Porvoo abgehaltene Landtag, bei welchem Zar Alexander I. (Russland) Alexander I. den finnischen Ständen die Fortgeltung der hergebrachten Gesetze und Verfassung zusicherte. Während damit im Wesentlichen die Schwedische Verfassung von 1772 gustavianische Verfassung Schwedens von","['London', 'vereinigen', 'John']","['Finnland', 'Alexander', 'finnisch']","['russisch_revolution', 'russifizierungsperiode', 'russifizierungsphase']"
"Infobox ICD 01-CODE A15 01-BEZEICHNUNG Tuberkulose der Atmungsorgane, bakteriologisch oder histologisch gesichert 02-CODE A16 02-BEZEICHNUNG Tuberkulose der Atmungsorgane, weder bakteriologisch noch histologisch gesichert 03-CODE A17 03-BEZEICHNUNG Tuberkulose des Nervensystems 04-CODE A18 04-BEZEICHNUNG Tuberkulose sonstiger Organe 05-CODE A19 05-BEZEICHNUNG Miliartuberkulose Die Tuberkulose (kurz Tb oder Tbc ; so benannt von dem Würzburg er Kliniker Johann Lukas Schönlein wegen des charakteristischen histopathologischen Bildes, von laS Tuberculosis , von laS tuberculum ‚ kleine Geschwulst) ist eine weltweit durch Bakterien verbreitete Infektionskrankheit . Die früher auch als Schwindsucht bezeichnete Erkrankung wird durch verschiedene Mykobakterien verursacht. Beim Menschen ist die Lungentuberkulose die häufigste Form. Bei Immundefekt en zeigt sich vermehrt auch ein Befall außerhalb der Lunge . Bedeutung Datei:Knochentuberkulose.jpg mini|Knochentuberkulose (1889) Die Tuberkulose, an ","['Sub', 'Tier', 'Gattung']","['tuberkulose', 'tuberculosis', 'Http']","['tuberkulosemedikament', 'tuberkulostatisch', 'tuberkulöses']"
"Der Weinbau in Stuttgart umfasst 423 Hektar Rebfläche – gut zwei Prozent der Stadtfläche. Die baden-württembergische Landeshauptstadt Stuttgart liegt im klimatisch begünstigten Neckar tal und zählt zu Deutschlands größten Weinbaugemeinden. In 16 der 23 Stadtbezirke wird Weinbau betrieben, von den meisten der ca. 500 Betriebe im Nebenerwerb. Landwirtschaftliche Betriebe im engeren Sinne bewirtschafteten 358 ha (Stand 2007) ref name Anbaufläche Webarchiv text Landwirtschaftlich genutzte Fläche in Stuttgart – Statistisches Landesamt url http://www.statistik.baden-wuerttemberg.de/SRDB/Tabelle.asp?05025032KR111 wayback 20070929083513 ref . Die Anbaufläche verteilt sich auf 18 Lage (Weinbau) Einzellagen , die alle zur Großlage Weinsteige gehören. Bewirtschaftet werden großenteils Steillagenweinbau Steillagen . 71 Prozent der Produktion entfallen auf Rotwein (295 ha von insgesamt 415 ha bestockter Rebfläche) ref http://www.wvwue.de/DATA/SERVICE/DOWNLOADS/090402_Daten%20und%20Fakten%20zum%20We","['Bahnhof', 'Meter', 'Linie']","['Stuttgart', 'Top', 'valign']","['landwirtschaftlich_betreiben', 'landwirtschaftlich', 'landwirtschaftlich_genutzt']"
"Taxobox Taxon_WissName Banksia brownii Taxon_Rang Art Taxon_Autor William Baxter (Kurator) Baxter ex Robert Brown (Botaniker, 1773) R.Br. Taxon2_Name Banksien Taxon2_WissName Banksia Taxon2_Rang Gattung Taxon3_WissName Grevilleoideae Taxon3_Rang Unterfamilie Taxon4_Name Silberbaumgewächse Taxon4_WissName Proteaceae Taxon4_Rang Familie Taxon5_Name Silberbaumartige Taxon5_WissName Proteales Taxon5_Rang Ordnung Taxon6_Name Eudikotyledonen Taxon6_Rang ohne Bild Banksia brownii shrubby cropped.jpg Bildbeschreibung Banksia brownii Banksia brownii ist eine Art (Biologie) Pflanzenart aus der Gattung Banksia in der Familie (Biologie) Familie der Silberbaumgewächse (Proteaceae). Die natürlichen Vorkommen dieser im Südwesten Australiens Endemisch (Biologie) endemischen Pflanzenart sind vor allem durch eingeschleppte Krankheitserreger stark bedroht. Wie andere Banksia -Arten wird auch Banksia brownii aufgrund ihrer attraktiven Blütenstände als Schnittblume vor allem im australischen Gartenbau kult","['Sub', 'Tier', 'Gattung']","['name', 'banksia', 'brownii']","['taxon5_rang', 'banksia_brownii', 'taxon6_rang']"
"Datei:Politikos beginning. Clarke Plato.jpg mini|Der Anfang des Politikos in der ältesten erhaltenen mittelalterlichen Handschrift, dem 895 geschriebenen Codex Clarkianus (Oxford, Bodleian Library , Clarke 39) Der Politikos ( Griechische Sprache griechisch lang grc Πολιτικός Politikós , latein isch Politicus , deutsch Der Staatsmann ) ist ein in Platonischer Dialog Dialogform verfasstes Spätwerk des Philosophie der Antike griechischen Philosophen Platon . Wiedergegeben wird ein fiktives, literarisch gestaltetes Gespräch zwischen einem nicht namentlich genannten „Fremden“ aus Elea und einem jungen Philosophen namens Sokrates, den man heute „ Sokrates der Jüngere Sokrates den Jüngeren “ nennt, um ihn von „ Sokrates dem Älteren“, dem berühmten Lehrer Platons, zu unterscheiden. Anwesend sind außerdem Sokrates der Ältere und die Mathematiker Theodoros von Kyrene (Mathematiker) Theodoros von Kyrene und Theaitetos (Mathematiker) Theaitetos . Die beiden Diskutanten stellen sich die Aufgabe zu ","['Philosophie', 'antik', 'Schrift']","['Plato', 'Auflage', 'Übersetzung']","['politikós', 'politikos', 'politisch_philosophie']"
"Infobox ICD 01-CODE E75.2 01-BEZEICHNUNG Sonstige Sphingolipidosen br (inkl. Fabry-(Anderson-)Krankheit) Datei:PBB Protein GLA image.jpg mini|hochkant=1.3|Bändermodell des Enzyms α-Galactosidase A. br Eine Mutation im GLA -Gen, das für dieses Protein codiert, verursacht bei Morbus-Fabry-Patienten eine verminderte Aktivität dieses Enzyms. Dies hat zur Folge, dass bestimmte Fette (Glycosphingolipide) nicht ausreichend abgebaut werden können und sich in verschiedenen Zellen ansammeln. Diese Ablagerungen führen zu den Symptomen des Morbus Fabry. Morbus Fabry (auch Fabry-Krankheit , Fabry-Syndrom oder Fabry-Anderson-Krankheit genannt) ist eine seltene, Erbkrankheit angeborene , Monogenetische Erkrankung monogenetische Stoffwechselstörung aus der Gruppe der Lysosomale Speicherkrankheit lysosomalen Speicherkrankheiten . Bei den betroffenen Patienten fehlt ein Enzym (Katalysator). Morbus Fabry ist erblich und mit Medikamenten behandelbar. Der Morbus Fabry ist eine Systemische Erkrankung Multis","['Sub', 'Tier', 'Gattung']","['Name', 'Nummer', 'fabry']","['fabry_disease', 'sanofis_genzyme_starts_shipping_fabry_disease_drug_975640', 'enzymaktivität']"
"Datei:Adolf Ivar Arwidsson akademi.jpg miniatur|Adolf Ivar Arwidsson in einer Lithographie von Johan Elias Cardon. Adolf Ivar Arwidsson (* 7. August 1791 in Padasjoki , Finnland ; † 21. Juni 1858 in Wyborg Viipuri ) war ein finnischer politischer Journalist , Schriftsteller und Historiker . In seinem politischen Wirken profilierte sich Arwidsson als Kritiker der Situation Finnlands als Großfürstentum unter dem Russland russischen Zaren. Aufgrund seiner Publikationstätigkeit verlor er sein Amt als Lektor an der Akademie in Turku und musste nach Schweden emigrieren, wo er seine politische Tätigkeit fortsetzte. Der finnischen Nationalbewegung galt Arwidsson als nationaler Erwecker und Vordenker eines unabhängigen Finnlands. Leben Adolf Ivar Arwidsson wurde 1791 als Sohn eines Kaplan s in Padasjoki in Südfinnland geboren, später siedelte die Familie nach Laukaa in Mittelfinnland über. Diese Gemeinde wurde von den Erschütterungen des Russisch-Schwedischer Krieg (1808–1809) Finnischen Kriege","['London', 'vereinigen', 'John']","['Finnland', 'arwidsson', 'Adolf']","['politisch_aktivität', 'russland_russisch', 'politisch_ansichten']"
